,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,5426,Solana,SOL,solana,616,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432790804.1914553,567391372.8526114,True,,5,,,,2024-01-19T13:26:00.000Z,94.4877987655546,2395650022.3980236,-12.9214,0.19807991,-3.74057049,-4.10136499,21.01644989,56.29079913,227.44525212,40893450414.02477,2.504,53611561859.41,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:57:08.398314
5,52,XRP,XRP,xrp,1207,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54339837728.0,99987984506.0,False,,6,,,,2024-01-19T13:26:00.000Z,0.5498582188734055,1128267798.110489,24.5502,0.07900863,-1.66936156,-8.19526629,-11.11511597,-11.88043363,6.52363048,29879206386.98796,1.8296,54985821887.34,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:57:08.398314
6,3408,USDC,USDC,usd-coin,16274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25641056228.830334,25641056228.830334,False,,7,,,,2024-01-19T13:26:00.000Z,1.000114659917985,6053392896.3195505,17.3472,-0.011607,0.00220171,0.01453746,0.01971647,0.01277077,0.0051886,25643996230.23458,1.5703,25643996230.23,,2024-01-19T13:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-19 18:57:08.398314
7,2010,Cardano,ADA,cardano,1033,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35400862784.445,36542697459.69,False,,8,,,,2024-01-19T13:25:00.000Z,0.4989161750434351,417060590.9519103,44.3777,0.01012629,-2.52076087,-14.15048141,-16.2190586,27.54344398,94.49512481,17662063053.65279,1.0815,22451227876.95,,2024-01-19T13:25:00.000Z,,,,,,2024-01-19 18:57:08.398314
8,5805,Avalanche,AVAX,avalanche,641,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366791606.9747032,434824516.9747032,False,,9,,,,2024-01-19T13:25:00.000Z,33.565054970186246,535299094.5244331,9.9052,0.21638597,-3.9294427,-12.6361357,-21.72329226,53.4183436,253.20388678,12311380450.708862,0.7539,24166839578.53,,2024-01-19T13:25:00.000Z,,,,,,2024-01-19 18:57:08.398314
9,74,Dogecoin,DOGE,dogecoin,879,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142716826383.7052,142716826383.7052,True,,10,,,,2024-01-19T13:26:00.000Z,0.07824486267201505,331964609.87941206,33.9422,0.33524853,-1.49271286,-7.93413217,-14.8332246,-3.60749656,29.14185557,11166858481.378828,0.6838,11166858481.38,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:57:08.398314
10,1958,TRON,TRX,tron,905,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88205460457.21062,88205529904.73148,True,,11,71659659264.0,7840361384.9512825,,2024-01-19T13:25:00.000Z,0.10941108938387155,280940257.8774065,29.0453,0.24503329,0.66918287,1.53832979,6.64732393,4.49844993,20.48373186,9650655518.229418,0.5909,9650663116.56,,2024-01-19T13:25:00.000Z,,,,,,2024-01-19 18:57:08.398314
11,1975,Chainlink,LINK,chainlink,1576,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-01-19T13:25:00.000Z,15.526523604166444,710979075.7839806,17.6519,0.66158443,2.84955061,2.8804634,6.38206505,2.96211342,91.75363447,8820617600.761452,0.5401,15526523604.17,,2024-01-19T13:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-19 18:57:08.398314
12,6636,Polkadot,DOT,polkadot-new,666,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1269141239.8189423,1401401741.527294,True,,13,,,,2024-01-19T13:25:00.000Z,6.933192214173034,238112738.80649996,31.2256,0.26046926,-2.64688244,-14.51104622,-1.6057629,27.20449592,82.61276303,8799200162.598602,0.5388,9716187643.29,,2024-01-19T13:25:00.000Z,,,,,,2024-01-19 18:57:08.398314
13,11419,Toncoin,TON,toncoin,190,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456976808.1944103,5101424157.946048,True,,14,3414166606.0,7678569432.99863,,2024-01-19T13:26:00.000Z,2.2490318485057053,60460737.0645434,14.2201,0.04429998,0.50306169,3.30132011,2.27210015,-4.70303605,6.68450323,7774850941.174828,0.4761,11473265403.96,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:57:08.398314
14,3890,Polygon,MATIC,polygon,1246,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9620275440.456467,10000000000.0,False,,15,,,,2024-01-19T13:25:00.000Z,0.7927144725613063,374731689.6699962,-17.548,0.20278259,-0.92832967,-14.80332409,0.43751047,-7.0216366,42.43988974,7626131571.675937,0.467,7927144725.61,,2024-01-19T13:25:00.000Z,,,,,,2024-01-19 18:57:08.398314
0,1,Bitcoin,BTC,bitcoin,10759,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19602531.0,19602531.0,False,,1,,,,2024-01-19T13:27:00.000Z,41377.37322966739,26653946119.111504,34.3662,0.17249157,-2.34893265,-9.86798574,-4.45197558,11.10837062,39.0913963,811101241433.1251,49.5749,868924837823.02,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:58:10.070007
1,1027,Ethereum,ETH,ethereum,8283,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120177064.7486905,120177064.7486905,True,,2,,,,2024-01-19T13:27:00.000Z,2490.720295170265,11518014866.75797,11.0233,0.3420116,-0.56526414,-7.1030489,11.68023167,23.00653027,55.018967,299327454183.5545,18.295,299327454183.55,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:58:10.070007
2,825,Tether USDt,USDT,tether,72138,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95060023617.71117,98601637401.38153,True,,3,,,,2024-01-19T13:26:00.000Z,0.9990589501449038,46224943651.62683,16.8784,-0.00077709,0.00098093,-0.0889684,-0.07240647,-0.1453817,-0.12843691,94970567396.26027,5.8153,98508848344.79,,2024-01-19T13:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-19 18:58:10.070007
3,1839,BNB,BNB,bnb,2023,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149548994.65924242,149548994.65924242,False,,4,,,,2024-01-19T13:26:00.000Z,314.61433446818563,1090682549.4859574,6.7816,0.28892473,0.88647966,0.87024879,21.65958909,27.15473263,47.98522962,47050257425.103806,2.881,47050257425.1,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:58:10.070007
4,5426,Solana,SOL,solana,616,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432790804.1914553,567391372.8526114,True,,5,,,,2024-01-19T13:27:00.000Z,94.49719827658426,2395686978.8889804,-12.9354,0.24400904,-3.7087012,-4.07371778,21.02281781,56.33069239,227.2973818,40897518435.9623,2.4997,53616895060.88,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:58:10.070007
5,52,XRP,XRP,xrp,1207,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54339837728.0,99987984506.0,False,,6,,,,2024-01-19T13:27:00.000Z,0.5498828542621786,1128030218.6123724,24.5121,0.0837578,-1.66351523,-8.19260217,-11.12802063,-11.87638336,6.5270944,29880545070.016262,1.8263,54988285426.22,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:58:10.070007
6,3408,USDC,USDC,usd-coin,16274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25641056228.830334,25641056228.830334,False,,7,,,,2024-01-19T13:27:00.000Z,1.0006157608728372,6054195078.526913,17.3769,0.03884261,0.04119033,0.04552342,0.07177524,0.05018721,0.05564243,25656844987.994267,1.5682,25656844987.99,,2024-01-19T13:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-19 18:58:10.070007
7,2010,Cardano,ADA,cardano,1033,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35400862784.445,36542697459.69,False,,8,,,,2024-01-19T13:26:00.000Z,0.4989845294867647,417114997.9309015,44.3853,0.02689902,-2.50102837,-14.20690031,-16.21237153,27.56169798,94.50718692,17664482859.921806,1.0797,22454303826.9,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:58:10.070007
8,5805,Avalanche,AVAX,avalanche,641,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366791606.9747032,434824516.9747032,False,,9,,,,2024-01-19T13:26:00.000Z,33.57691214275402,535490768.802704,9.9463,0.26958988,-3.9078506,-12.67881532,-21.68724157,53.47720337,253.33310298,12315729562.08917,0.7541,24175376742.78,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:58:10.070007
9,74,Dogecoin,DOGE,dogecoin,879,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142716826383.7052,142716826383.7052,True,,10,,,,2024-01-19T13:27:00.000Z,0.07825351453851463,331927047.1538788,33.8319,0.35059977,-1.47792655,-7.93927978,-14.83026916,-3.5994521,29.12176198,11168093248.307943,0.6826,11168093248.31,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:58:10.070007
10,1958,TRON,TRX,tron,905,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88205460457.21062,88205529904.73148,True,,11,71659659264.0,7841355029.005781,,2024-01-19T13:26:00.000Z,0.10942495554043305,280975009.0954342,29.0474,0.27269463,0.6941671,1.50873923,6.6655054,4.51282759,20.49702721,9651878588.953697,0.591,9651886188.25,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:58:10.070007
11,1975,Chainlink,LINK,chainlink,1576,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-01-19T13:26:00.000Z,15.536034094167974,710711960.4135904,17.5183,0.74776994,2.94084756,2.82164965,6.38788448,3.01754963,91.77607233,8826020509.850313,0.5395,15536034094.17,,2024-01-19T13:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-19 18:58:10.070007
12,6636,Polkadot,DOT,polkadot-new,666,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1269141239.8189423,1401401741.527294,True,,13,,,,2024-01-19T13:26:00.000Z,6.938910977624391,238100836.03367832,31.219,0.38121415,-2.57877991,-14.51306872,-1.55300971,27.31052845,82.75853454,8806458081.135489,0.5392,9724201928.35,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:58:10.070007
13,11419,Toncoin,TON,toncoin,190,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456976808.1944103,5101424157.946048,True,,14,3414166606.0,7680366787.854157,,2024-01-19T13:27:00.000Z,2.249558288794931,60457754.60940701,14.2639,0.07123142,0.51376989,3.30852228,2.28261886,-4.67714749,6.69926453,7776670833.04558,0.4753,11475950999.17,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:58:10.070007
14,3890,Polygon,MATIC,polygon,1246,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9620275440.456467,10000000000.0,False,,15,,,,2024-01-19T13:26:00.000Z,0.7928838786672052,374710679.4655008,-17.5549,0.2360674,-0.91414726,-14.94189349,0.44874191,-6.99072604,42.46615024,7627761305.075979,0.4671,7928838786.67,,2024-01-19T13:26:00.000Z,,,,,,2024-01-19 18:58:10.070007
0,1,Bitcoin,BTC,bitcoin,10759,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19602531.0,19602531.0,False,,1,,,,2024-01-19T13:28:00.000Z,41355.79398056535,26653946119.111504,34.457,0.13715486,-2.39928269,-9.82379912,-4.66169983,11.07500043,39.02641127,810678233533.6458,49.549,868471673591.87,,2024-01-19T13:28:00.000Z,,,,,,2024-01-19 18:59:11.271174
1,1027,Ethereum,ETH,ethereum,8283,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120177064.7486905,120177064.7486905,True,,2,,,,2024-01-19T13:28:00.000Z,2488.5185146547788,11518014866.75797,11.05,0.30662553,-0.65487769,-7.06684202,11.37616614,22.90865616,54.88869531,299062850663.9825,18.2789,299062850663.98,,2024-01-19T13:28:00.000Z,,,,,,2024-01-19 18:59:11.271174
2,825,Tether USDt,USDT,tether,72138,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95060023617.71117,98601637401.38153,True,,3,,,,2024-01-19T13:27:00.000Z,0.9995562299304505,46228237692.72232,16.8918,0.04908777,0.04848591,-0.06199176,-0.02088375,-0.10829596,-0.07515943,95017838824.41896,5.8075,98557880945.89,,2024-01-19T13:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-19 18:59:11.271174
3,1839,BNB,BNB,bnb,2023,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149548994.65924242,149548994.65924242,False,,4,,,,2024-01-19T13:27:00.000Z,314.6499006498245,1090645830.0514703,6.8608,0.32481911,0.89328325,0.88254725,21.67450864,27.16656974,48.00564296,47055576311.81176,2.8761,47055576311.81,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:59:11.271174
4,5426,Solana,SOL,solana,616,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432790804.1914553,567391372.8526114,True,,5,,,,2024-01-19T13:28:00.000Z,94.48553929243754,2395686978.8889804,-12.8876,0.24998768,-3.70285894,-4.04278937,20.98395228,56.37444834,226.82616072,40892472534.83739,2.4994,53610279853.86,,2024-01-19T13:28:00.000Z,,,,,,2024-01-19 18:59:11.271174
5,52,XRP,XRP,xrp,1207,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54339837728.0,99987984506.0,False,,6,,,,2024-01-19T13:28:00.000Z,0.549860935662734,1128030218.6123724,24.5135,0.09460079,-1.66643749,-8.18021601,-11.23564729,-11.89149397,6.48984213,29879354016.87921,1.8262,54986093566.27,,2024-01-19T13:28:00.000Z,,,,,,2024-01-19 18:59:11.271174
6,3408,USDC,USDC,usd-coin,16274,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25641056228.830334,25641056228.830334,False,,7,,,,2024-01-19T13:28:00.000Z,1.0002496537704808,6054195078.526913,17.4207,0.00297879,0.00559613,0.02079026,0.00750435,0.0218474,0.02394525,25647457615.19697,1.5676,25647457615.2,,2024-01-19T13:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-19 18:59:11.271174
7,2010,Cardano,ADA,cardano,1033,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35400862784.445,36542697459.69,False,,8,,,,2024-01-19T13:27:00.000Z,0.4990752908511615,417184664.3702222,44.4007,0.05206157,-2.47607621,-14.20738825,-16.19706975,27.61657313,94.53153709,17667695890.528946,1.0799,22458388088.3,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:59:11.271174
8,5805,Avalanche,AVAX,avalanche,641,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366791606.9747032,434824516.9747032,False,,9,,,,2024-01-19T13:27:00.000Z,33.5849554124362,535637879.16877264,9.9856,0.31231461,-3.88127911,-12.65631059,-21.68053217,53.51270651,253.40933493,12318679765.90123,0.7529,24181167896.95,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:59:11.271174
9,74,Dogecoin,DOGE,dogecoin,879,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142716826383.7052,142716826383.7052,True,,10,,,,2024-01-19T13:28:00.000Z,0.07829221917490004,331927047.1538788,33.8624,0.39613478,-1.40685855,-7.89640369,-14.93589593,-3.57214981,29.04220602,11173617051.179203,0.6829,11173617051.18,,2024-01-19T13:28:00.000Z,,,,,,2024-01-19 18:59:11.271174
10,1958,TRON,TRX,tron,905,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88205460457.21062,88205529904.73148,True,,11,71659659264.0,7842829391.378795,,2024-01-19T13:27:00.000Z,0.10944553005038965,280950722.31876874,28.9847,0.29940686,0.71735998,1.52647718,6.68242837,4.52691946,20.52033401,9653693373.0781,0.59,9653700973.8,,2024-01-19T13:27:00.000Z,,,,,,2024-01-19 18:59:11.271174
